0.00017 -nan
0.00017 -nan
0.007102 -nan
0.007102 -nan
0.007102 -nan
0.007102 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.00825 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.015182 -nan
0.016266 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.01633 -nan
0.023198 -nan
0.023198 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.023262 -nan
0.024346 -nan
0.024346 -nan
0.024346 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.02441 -nan
0.031278 -nan
0.031278 -nan
0.031278 -nan
0.031278 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.031342 -nan
0.032426 -nan
0.032426 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.03249 -nan
0.039358 -nan
0.039358 -nan
0.039358 -nan
0.039358 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.039422 -nan
0.040506 -nan
0.040506 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04057 -nan
0.04065 -nan
0.04065 -nan
0.044061 -nan
0.044061 -nan
0.044061 -nan
0.044061 -nan
0.044061 -nan
0.044061 -nan
0.044061 -nan
0.044061 -nan
0.047438 -nan
0.047438 -nan
0.047438 -nan
0.047438 -nan
0.047438 -nan
0.047438 -nan
0.048586 -nan
0.048586 -nan
0.048586 -nan
0.048586 -nan
0.04865 -nan
0.04865 -nan
0.04865 -nan
0.04865 -nan
0.04865 -nan
0.04865 -nan
0.048666 -nan
0.048666 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.052141 -nan
0.056666 -nan
0.056666 -nan
0.060157 -nan
0.060157 -nan
0.060157 -nan
0.060157 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.060221 -nan
0.068237 -nan
0.068237 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.068301 -nan
0.076317 -nan
0.076317 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076381 -nan
0.076461 -nan
0.076461 -nan
0.084397 -nan
0.084397 -nan
0.084397 -nan
0.084397 -nan
0.084461 -nan
0.084461 -nan
0.084461 -nan
0.084461 -nan
0.084461 -nan
0.084461 -nan
0.084477 -nan
0.084477 -nan
0.092477 -nan
0.092477 -nan
0.117301 -nan
0.117301 -nan
0.117301 -nan
0.117301 -nan
0.117301 -nan
0.117301 -nan
0.117301 -nan
0.117301 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.125381 -nan
0.133397 -nan
0.133397 -nan
0.133397 -nan
0.133397 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.133461 -nan
0.141477 -nan
0.141477 -nan
0.141477 -nan
0.141477 -nan
0.141477 -nan
0.141477 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.141541 -nan
0.149557 -nan
0.149557 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.149621 -nan
0.15454 -nan
0.15454 -nan
0.15454 -nan
0.15454 -nan
0.156481 -nan
0.156481 -nan
0.156481 -nan
0.156481 -nan
0.156481 -nan
0.156481 -nan
0.156481 -nan
0.156481 -nan
0.157637 -nan
0.157637 -nan
0.157637 -nan
0.157637 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.16262 -nan
0.164561 -nan
0.164561 -nan
