10.000000000 0
10.000000000 100
12.036978916 100
12.037859546 100
12.037859557 100
12.044772009 100
12.045932566 100
12.045932752 100
12.179084953 100
12.180185511 100
12.180185583 100
12.184540168 100
12.185360687 100
12.185360809 100
12.377341447 100
12.378382193 100
12.378382251 100
12.440728958 100
12.441885516 100
12.441885588 100
12.637978631 100
12.638819351 100
12.638819435 100
12.845540630 100
12.846661350 100
12.846661373 100
12.888909776 100
12.889850295 100
12.889850523 100
13.000000000 50
13.000000000 100
13.043209514 100
13.044110144 100
13.044110155 100
13.274501538 100
13.275662096 100
13.275662282 100
13.591432884 100
13.592833604 100
13.592833688 100
13.612417831 100
13.613874349 100
13.613874471 100
13.614989796 100
13.616110542 100
13.616110600 100
13.831960294 100
13.833456925 100
13.833456935 100
14.610156117 100
14.611136863 100
14.611136920 100
14.728825309 100
14.729901828 100
14.729901950 100
16.245073764 100
16.246254283 100
16.246254510 100
19.000000000 66.6667
19.000000000 100
20.00000 100
24.039571747 100
24.040892266 100
24.040892388 100
24.052086318 100
24.184698125 100
24.185520659 100
24.185710683 100
24.186957177 100
24.186957405 100
24.386951010 100
24.388023568 100
24.388023640 100
24.643048759 100
24.643985505 100
24.643985563 100
25.390606980 100
25.391807537 100
25.391807610 100
25.617695737 100
25.619248541 100
25.622382299 100
25.623438929 100
25.623438940 100
25.639214470 100
25.640231217 100
25.640231274 100
25.707640288 100
25.709233035 100
25.709233092 100
26.485453868 100
26.486606498 100
26.486606509 100
27.352593285 100
27.353785803 100
27.353785925 100
27.604550939 100
27.605803743 100
27.759180793 100
27.907216497 100
27.908673054 100
30.801367120 100
30.802643639 100
30.802643866 100
31.000000000 75
31.000000000 100
36.047464830 100
36.048941349 100
36.048941577 100
36.189497056 100
36.190549614 100
36.190549686 100
36.193074459 100
36.193511822 100
36.194394978 100
36.194395100 100
36.195646165 100
36.195646222 100
36.389217798 100
36.390454428 100
36.390454439 100
37.043035639 100
37.044348158 100
37.044348386 100
37.400029647 100
37.401310204 100
37.631739383 100
37.632831941 100
37.632832013 100
37.641529689 100
37.642786493 100
39.016832899 100
39.018353456 100
39.018353529 100
40.076713181 100
40.078377928 100
40.078377985 100
40.121333826 100
40.122626456 100
40.122626467 100
41.018392386 100
42.122949923 100
42.123966442 100
42.123966564 100
42.250358738 100
42.251631542 100
42.465582188 100
42.466598746 100
44.861834786 100
44.863271305 100
44.863271532 100
48.049296915 100
48.050813662 100
48.050813719 100
48.194997101 100
48.196029731 100
48.196029742 100
48.196950283 100
48.198287087 100
48.393760993 100
48.394817512 100
48.394817634 100
49.398223857 100
49.399580375 100
49.399580498 100
49.639843017 100
49.641383575 100
51.612606539 100
51.614327286 100
51.614327343 100
51.963984537 100
51.965745167 100
51.965745178 100
53.290537163 100
53.292013721 100
53.292013793 100
53.890060802 100
54.823709549 100
54.824998353 100
55.000000000 80
55.000000000 100
55.962708548 100
55.963937066 100
55.963937189 100
57.150980053 100
57.152192571 100
57.152192799 100
57.847317359 100
57.848698163 100
57.851586539 100
57.852787096 100
58.279650088 100
59.284180730 100
60.054026266 100
60.055703070 100
60.199752181 100
60.201708699 100
60.201708822 100
60.280419447 100
60.399246454 100
60.400503084 100
60.400503095 100
61.400334523 100
61.401851153 100
61.401851164 100
64.041789914 100
64.043090472 100
64.396178939 100
64.398135569 100
64.398135580 100
65.036485836 100
65.038266582 100
65.038266639 100
66.425494300 100
66.426926857 100
66.426926930 100
68.521922318 100
70.557824962 100
70.559289481 100
70.559289708 100
71.789686926 100
71.791027729 100
72.204480522 100
72.205633041 100
72.205633268 100
72.401800208 100
72.402852766 100
72.402852766 83.3333
72.402852766 71.4286
72.402852766 71.4286
72.402852766 62.5
72.402852766 62.5
72.402852766 55.5556
72.402852766 55.5556
72.402852766 55.5556
72.402852766 50
72.402852838 50
72.414437129 60
72.414437129 54.5455
72.416322926 54.5455
72.421686770 63.6364
72.421686770 58.3333
72.423405929 58.3333
72.423406051 58.3333
72.428246537 66.6667
72.428246537 61.5385
72.433865168 69.2308
72.433865168 64.2857
72.439485393 71.4286
72.439485393 71.4286
72.439485393 71.4286
72.439485393 71.4286
72.441871632 71.4286
72.441871632 71.4286
72.444017188 71.4286
72.444017188 71.4286
72.446543111 71.4286
72.446543111 71.4286
72.449129001 71.4286
72.449129001 71.4286
72.451534673 71.4286
72.451534673 66.6667
72.451534673 73.3333
72.451534673 68.75
72.461700346 75
72.461700346 70.5882
72.471706236 76.4706
72.471706236 72.2222
72.481732159 77.7778
72.481732159 73.6842
72.491717715 78.9474
72.491717715 75
72.502123954 80
72.502123954 80
72.502123954 80
72.502123954 80
72.504570193 80
72.504570193 80
72.507155749 80
72.507155749 80
72.509381672 80
72.509381672 80
72.511587562 80
72.511587562 80
72.513813235 80
72.513813235 76.1905
72.513813235 80.9524
72.513813235 77.2727
72.513813235 73.913
72.513813235 78.2609
72.513813235 75
72.524358908 79.1667
72.524358908 76
72.534364798 80
72.534364798 76.9231
72.544950720 80.7692
72.544950720 77.7778
72.555076276 81.4815
72.555076276 78.5714
72.565262515 82.1429
72.565262515 82.1429
72.565262515 82.1429
72.565262515 82.1429
72.567288755 82.1429
72.567288755 82.1429
72.569774311 82.1429
72.569774311 82.1429
72.572300233 82.1429
72.572300233 82.1429
72.574366123 82.1429
72.574366123 82.1429
72.576551796 82.1429
72.576551796 79.3103
72.576551796 82.7586
72.576551796 80
72.591397469 83.3333
72.591397469 80.6452
72.601543699 83.871
72.601543699 81.25
72.611769589 84.375
72.611769589 81.8182
72.621776109 84.8485
72.621776109 82.3529
72.631922032 85.2941
72.631922032 82.8571
72.641987588 85.7143
72.641987588 83.3333
72.652213827 86.1111
72.652213827 86.1111
72.652213827 86.1111
72.652213827 86.1111
72.654460066 86.1111
72.654460066 86.1111
72.656965623 86.1111
72.656965623 86.1111
72.658951545 86.1111
72.658951545 86.1111
72.669137468 88.8889
72.669137468 86.4865
72.671263999 86.4865
72.671263999 86.4865
72.673609671 86.4865
72.673609671 84.2105
72.673609671 86.8421
72.673609671 84.6154
72.684175344 87.1795
72.684175344 85
72.694501234 87.5
72.694501234 85.3659
72.704547157 87.8049
72.704547157 85.7143
72.714792713 88.0952
72.714792713 86.0465
72.724838952 88.3721
72.724838952 88.3721
72.724838952 88.3721
72.724838952 88.3721
72.735269468 90.6977
72.735269468 88.6364
72.745295707 90.9091
72.745295707 90.9091
72.745295707 90.9091
72.745295707 90.9091
72.747301946 90.9091
72.747301946 90.9091
72.749327502 90.9091
72.749327502 90.9091
72.751753425 90.9091
72.751753425 90.9091
72.753839315 90.9091
72.753839315 90.9091
72.756144988 90.9091
72.756144988 88.8889
72.756144988 91.1111
72.756144988 89.1304
72.756144988 87.234
72.756144988 89.3617
72.756144988 87.5
72.759353573 87.5
72.759353573 87.5
72.766230660 89.5833
72.766230660 87.7551
72.776356550 89.7959
72.776356550 88
72.786482473 90
72.786482473 88.2353
72.796648029 90.1961
72.796648029 88.4615
72.806984954 90.3846
72.806984954 88.6792
